公司,年月,TCRI,總分,CFO,CFO不一致,利息支出率,資產報酬%,營業利益%,借款息%,平均收款天增減,平均售貨天增減,借款依存度%,營收,TSE產業別,c_0,c_1,c_2,c_3,c_4
3004 豐達科,2008/12/31,0.0,-904.0,-0.17,0,5.91,-3.38,3.83,3.79,6.0,-38.0,1274.0,8.0,10,0.0,0.0,0.0,0.0,0.0
3008 大立光,2008/12/31,3.0,867.0,44.44,0,0.0,25.89,41.83,0.0,-40.0,-25.0,1.0,75.0,26,0.0,0.0,0.0,0.0,0.0
3015 全漢,2008/12/31,4.0,680.0,5.71,0,0.06,6.12,5.03,4.56,-2.0,-4.0,3.0,167.0,28,16.0,1.0,8.029462428282841e-09,1.509357626948246e-19,5.230959538953232e-15
3018 同開,2008/12/31,8.0,413.0,2.63,0,0.27,2.0,0.41,4.54,8.0,-23.0,0.0,11.0,31,0.0009352594497613608,2.0,4.5339984353631735e-06,3.926437344094556e-20,0.9990602135658264
3026 禾伸堂,2008/12/31,4.0,657.0,12.62,0,0.27,5.68,6.5,2.7,2.0,2.0,26.0,143.0,28,0.0,0.0,0.0,0.0,0.0
3027 盛達,2008/12/31,5.0,418.0,1.41,0,0.02,2.1,2.03,4.75,7.0,5.0,0.0,23.0,27,0.0,0.0,0.0,0.0,0.0
3036 文曄,2008/12/31,6.0,585.0,14.64,0,0.52,3.41,1.92,4.15,3.0,7.0,78.0,408.0,29,0.0,0.0,0.0,0.0,0.0
3037 欣興,2008/12/31,3.0,733.0,79.56,0,1.12,4.68,9.26,3.23,0.0,-5.0,61.0,457.0,28,138.39059448242188,0.014749117195606232,16.434114456176758,3.0000007152557373,4.160541534423828
3041 揚智,2008/12/31,5.0,590.0,4.66,0,0.06,4.38,13.26,0.0,4.0,-12.0,0.0,32.0,24,0.0,0.0,0.0,0.0,0.0
3045 台灣大,2008/12/31,1.0,947.0,274.05,0,1.01,17.97,31.43,2.83,-1.0,2.0,41.0,693.0,27,0.0,0.0,0.0,0.0,0.0
3049 和鑫,2008/12/31,7.0,604.0,43.89,0,3.04,5.43,8.01,5.22,-14.0,-5.0,55.0,76.0,26,0.0,0.0,0.0,0.0,0.0
3052 夆典,2008/12/31,8.0,271.0,-2.35,1,1.71,4.35,7.38,3.34,-42.0,14.0,120.0,28.0,14,1.0,7.671511608494604e-30,1.3652816342992324e-20,4.135571649241422e-35,5.097207699690014e-22
3054 立萬利,2008/12/31,7.0,486.0,0.51,0,0.0,5.94,6.3,0.0,38.0,2.0,0.0,5.0,24,0.0,0.0,0.0,0.0,0.0
3058 立德,2008/12/31,6.0,473.0,-0.31,0,0.44,3.05,2.24,4.42,-9.0,-10.0,39.0,70.0,28,0.0,0.0,0.0,0.0,0.0
3090 日電貿,2008/12/31,5.0,540.0,4.04,0,0.19,7.91,8.05,3.52,13.0,11.0,4.0,30.0,28,0.0,0.0,0.0,0.0,0.0
3130 一零四,2008/12/31,5.0,708.0,3.84,0,0.03,15.58,14.65,18.41,-4.0,0.0,0.0,19.0,30,0.0,0.0,0.0,0.0,0.0
3149 正達,2008/12/31,6.0,309.0,-1.09,0,0.75,-6.26,-20.35,1.42,27.0,14.0,34.0,7.0,26,0.0,0.0,0.0,0.0,0.0
3167 大量,2008/12/31,5.0,469.0,1.41,0,1.14,8.68,13.26,4.26,32.0,66.0,65.0,18.0,5,0.0,0.0,0.0,0.0,0.0
3321 同泰,2008/12/31,8.0,111.0,-0.03,0,3.14,-7.12,-13.16,4.05,-22.0,1.0,141.0,16.0,28,0.0,0.0,0.0,0.0,0.0
3406 玉晶光,2008/12/31,7.0,182.0,-2.27,0,3.87,-13.06,-88.4,6.05,-17.0,-1.0,23.0,9.0,26,0.0,0.0,0.0,0.0,0.0
3494 誠研,2008/12/31,6.0,482.0,0.56,0,0.22,9.98,10.17,4.56,0.0,0.0,8.0,17.0,25,0.0,0.0,0.0,0.0,0.0
3528 安馳,2008/12/31,6.0,535.0,-1.13,1,0.49,11.07,8.82,5.49,-6.0,16.0,60.0,18.0,29,1.0,4.940478248144434e-29,2.76171190970895e-21,2.503724046121961e-35,1.5384351815073364e-25
3532 台勝科,2008/12/31,4.0,652.0,29.8,0,0.42,8.42,15.77,2.28,-5.0,43.0,9.0,80.0,24,0.0,0.0,0.0,0.0,0.0
3591 艾笛森,2008/12/31,6.0,602.0,2.36,0,0.17,11.34,13.39,2.35,-2.0,3.0,4.0,11.0,26,3.024061679840088,4.89103786094347e-06,0.9950932264328004,5.749293304212504e-16,1.98084044456482
3593 力銘,2008/12/31,5.0,631.0,8.47,0,0.0,9.19,6.4,0.0,-5.0,-12.0,0.0,52.0,28,0.0,0.0,0.0,0.0,0.0
3605 宏致,2008/12/31,5.0,770.0,7.23,0,0.33,18.12,21.45,6.32,-14.0,-7.0,14.0,41.0,28,2.0,1.5282672342451496e-20,6.283267742906996e-12,9.336711155163014e-25,5.170818505632282e-17
3682 亞太電,2008/12/31,8.0,463.0,13.18,0,2.48,-2.36,-4.0,5.11,-3.0,-1.0,49.0,145.0,27,28.327245712280273,4.256617069244385,20.649837493896484,1.9070733785629272,33.85922622680664
3701 大眾控,2008/12/31,9.0,351.0,37.97,0,1.43,-1.82,-4.61,4.99,10.0,6.0,179.0,408.0,25,0.0,0.0,0.0,0.0,0.0
3702 大聯大,2008/12/31,5.0,654.0,62.78,0,0.58,5.56,2.23,4.86,7.0,2.0,115.0,1432.0,29,0.0,0.0,0.0,0.0,0.0
4414 如興,2008/12/31,0.0,-261.0,-2.56,0,3.8,-17.62,-14.68,4.71,-7.0,-117.0,284.0,25.0,4,3.999936580657959,8.908652479134853e-18,2.2477507855001022e-08,5.928670574641706e-26,6.339304673019798e-05
4532 瑞智,2008/12/31,6.0,364.0,7.82,0,3.27,1.37,-3.46,5.66,-24.0,-1.0,84.0,95.0,5,9.996912956237793,5.566103573073633e-05,2.00303053855896,1.2405521054859037e-10,1.0000011920928955
4906 正文,2008/12/31,4.0,761.0,20.3,0,0.24,8.57,6.95,3.85,-7.0,-16.0,20.0,215.0,27,0.0,0.0,0.0,0.0,0.0
5305 敦南,2008/12/31,4.0,531.0,10.28,0,1.17,2.57,3.78,3.49,5.0,2.0,59.0,119.0,24,26.90446472167969,1.0,0.03779222071170807,1.274872812569508e-13,1.0577436685562134
5388 中磊,2008/12/31,5.0,602.0,3.51,0,0.4,6.61,5.22,3.62,8.0,-1.0,39.0,85.0,27,0.0,0.0,0.0,0.0,0.0
5469 瀚宇博,2008/12/31,5.0,668.0,24.37,0,2.01,5.98,7.6,4.27,-2.0,-8.0,90.0,207.0,28,105.90728759765624,0.00015089634689502418,3.1687960624694824,1.0,3.923764228820801
5521 工信,2008/12/31,6.0,440.0,-0.18,0,0.84,-1.45,-1.76,8.11,5.0,4.0,35.0,121.0,14,0.0,0.0,0.0,0.0,0.0
5608 四維航,2008/12/31,6.0,717.0,30.8,0,5.77,12.4,48.16,4.05,0.0,0.0,89.0,46.0,15,0.0,0.0,0.0,0.0,0.0
6128 上福,2008/12/31,5.0,622.0,1.74,0,0.42,11.02,15.77,5.82,0.0,4.0,4.0,13.0,25,0.0,0.0,0.0,0.0,0.0
6142 友勁,2008/12/31,6.0,508.0,5.89,0,0.92,3.76,1.96,3.74,11.0,0.0,72.0,122.0,27,0.0,0.0,0.0,0.0,0.0
6152 百一,2008/12/31,5.0,524.0,3.09,0,0.33,5.54,3.93,3.19,4.0,-6.0,35.0,64.0,27,34.994308471679695,0.00024832889903336763,7.9901695251464835,3.219632338513634e-10,0.015270021744072437
6165 捷泰,2008/12/31,9.0,138.0,-0.46,0,3.41,-2.98,-5.44,2.8,-10.0,6.0,160.0,12.0,28,0.0,0.0,0.0,0.0,0.0
6168 宏齊,2008/12/31,5.0,521.0,4.1,0,0.52,7.22,14.38,6.42,1.0,24.0,8.0,29.0,26,69.0223388671875,4.0000038146972665,1.9967489242553709,1.5876884225732306e-12,0.9809143543243408
6176 瑞儀,2008/12/31,3.0,765.0,22.39,0,0.6,6.31,4.69,4.34,-19.0,-8.0,35.0,340.0,26,0.0,0.0,0.0,0.0,0.0
6192 巨路,2008/12/31,4.0,689.0,4.76,0,0.08,12.79,12.34,1.13,-8.0,15.0,18.0,56.0,31,0.0,0.0,0.0,0.0,0.0
6196 帆宣,2008/12/31,5.0,548.0,2.69,0,0.52,3.9,3.36,3.36,-23.0,-12.0,52.0,137.0,31,6.52747106552124,2.9253789762151428e-05,3.4753243923187256,2.1893542534456858e-10,0.9971752166748048
6209 今國光,2008/12/31,5.0,370.0,2.41,0,1.21,0.01,-2.59,3.57,8.0,-16.0,28.0,37.0,26,0.0,0.0,0.0,0.0,0.0
6225 天瀚,2008/12/31,8.0,288.0,0.97,0,1.23,-1.89,-0.74,5.08,5.0,12.0,55.0,41.0,26,0.0,0.0,0.0,0.0,0.0
6239 力成,2008/12/31,4.0,943.0,122.85,0,1.71,18.18,23.4,3.4,17.0,-6.0,77.0,312.0,24,0.0,0.0,0.0,0.0,0.0
6269 台郡,2008/12/31,6.0,674.0,3.81,0,0.75,15.18,14.11,4.23,-27.0,-16.0,30.0,28.0,28,0.0,0.0,0.0,0.0,0.0
6271 同欣電,2008/12/31,5.0,731.0,8.88,0,0.16,13.76,17.34,4.61,-8.0,-5.0,3.0,40.0,24,9.0,2.3677982026432195e-20,2.243192742668043e-09,3.039663984938957e-25,4.2941441697844097e-16
6277 宏正,2008/12/31,4.0,600.0,4.28,0,0.21,10.81,8.71,3.97,1.0,8.0,10.0,41.0,25,17.67828369140625,9.550761888021952e-07,1.3217161893844604,1.542849778057159e-13,2.5476353665565554e-11
6281 全國電,2008/12/31,4.0,676.0,2.81,0,0.0,8.75,3.63,0.0,-1.0,6.0,0.0,140.0,29,0.0,0.0,0.0,0.0,0.0
6285 啟碁,2008/12/31,4.0,662.0,14.98,0,0.68,6.13,5.23,4.25,-28.0,2.0,47.0,193.0,27,0.0,0.0,0.0,0.0,0.0
6505 台塑化,2008/12/31,2.0,642.0,804.65,0,0.67,4.32,2.72,2.99,-10.0,-8.0,108.0,8772.0,23,0.0,0.0,0.0,0.0,0.0
8011 台通,2008/12/31,7.0,448.0,2.79,0,1.4,6.08,6.94,5.07,-46.0,-47.0,64.0,20.0,27,0.0,0.0,0.0,0.0,0.0
8021 尖點,2008/12/31,6.0,401.0,4.09,0,4.41,6.98,18.1,4.32,33.0,13.0,95.0,20.0,31,21.99605369567871,1.01464821787578e-12,0.003946298733353615,1.0530553479996124e-13,3.402921347483989e-11
8039 台虹,2008/12/31,5.0,487.0,0.92,0,0.68,5.09,9.04,2.52,-3.0,2.0,30.0,33.0,28,0.0,0.0,0.0,0.0,0.0
8150 南茂,2008/12/31,0.0,466.0,58.28,0,2.75,-7.2,-18.26,3.26,-10.0,1.0,89.0,164.0,24,38.94546508789063,3.008254051208496,10.040789604187012,2.0000028610229488,3.0054898262023926
8271 宇瞻,2008/12/31,6.0,534.0,13.57,0,0.17,2.51,0.09,3.5,3.0,-1.0,0.0,119.0,24,6.988485813140869,2.0,3.009140014648437,1.557310595583228e-13,2.0023739337921143
9906 欣巴巴,2008/12/31,0.0,-427.0,-0.27,0,4.53,-1.17,-3.9,5.38,-11.0,18.0,403.0,21.0,14,0.0,0.0,0.0,0.0,0.0
9911 櫻花,2008/12/31,6.0,451.0,2.33,0,0.68,2.82,0.14,3.58,-2.0,-2.0,28.0,39.0,20,26.887826919555664,3.0343477725982666,0.05412664264440537,5.312258608263648e-15,1.0236978530883791
9917 中保,2008/12/31,2.0,813.0,23.52,0,0.47,11.58,17.35,4.18,-1.0,11.0,18.0,119.0,20,0.0,0.0,0.0,0.0,0.0
9919 康那香,2008/12/31,5.0,486.0,5.72,0,1.71,4.55,6.79,3.5,-6.0,0.0,78.0,51.0,20,0.0,0.0,0.0,0.0,0.0
9921 巨大,2008/12/31,3.0,778.0,14.19,1,0.68,11.61,8.14,3.84,3.0,0.0,75.0,415.0,20,0.0,0.0,0.0,0.0,0.0
9933 中鼎,2008/12/31,3.0,706.0,35.67,0,0.54,4.18,3.6,3.31,2.0,-16.0,73.0,522.0,20,0.0,0.0,0.0,0.0,0.0
9934 成霖,2008/12/31,4.0,543.0,6.95,0,1.61,3.01,2.98,6.54,10.0,22.0,72.0,229.0,20,16.083293914794922,1.3796237485763636e-09,0.0013214542996138336,9.716441992896169e-15,4.915383815765381
9943 好樂迪,2008/12/31,6.0,617.0,6.78,0,0.5,11.43,10.71,2.65,-4.0,0.0,33.0,42.0,16,1.0,5.2426109456371354e-20,9.876581323620128e-12,6.657818422900197e-20,1.0
9946 三發地產,2008/12/31,8.0,85.0,-3.97,0,1.57,-3.42,-0.57,2.28,-8.0,512.0,102.0,3.0,14,0.0,0.0,0.0,0.0,0.0
1101 台泥,2009/12/31,3.0,757.0,177.22,0,2.64,6.45,14.13,2.86,-2.0,-1.0,83.0,868.0,1,0.0,0.0,0.0,0.0,0.0
1201 味全,2009/12/31,4.0,652.0,17.94,0,0.28,5.06,4.3,1.83,3.0,-4.0,60.0,211.0,2,0.0,0.0,0.0,0.0,0.0
1210 大成,2009/12/31,4.0,741.0,28.73,0,0.18,6.83,2.89,2.59,0.0,0.0,33.0,679.0,2,0.0,0.0,0.0,0.0,0.0
1215 卜蜂,2009/12/31,4.0,598.0,4.48,0,0.11,5.99,2.41,1.9,1.0,1.0,32.0,152.0,2,0.0,0.0,0.0,0.0,0.0
1216 統一,2009/12/31,3.0,693.0,275.42,0,1.48,5.61,5.27,3.81,1.0,1.0,102.0,2902.0,2,0.0,0.0,0.0,0.0,0.0
1218 泰山,2009/12/31,5.0,510.0,11.33,0,0.92,3.28,0.97,2.27,0.0,-4.0,79.0,85.0,2,0.0,0.0,0.0,0.0,0.0
1220 台榮,2009/12/31,6.0,374.0,1.36,0,0.29,-3.28,-4.99,2.2,-3.0,-22.0,23.0,26.0,2,0.0,0.0,0.0,0.0,0.0
1227 佳格,2009/12/31,4.0,785.0,12.11,1,0.49,16.35,11.74,4.56,-2.0,-2.0,25.0,156.0,2,0.0,0.0,0.0,0.0,0.0
1232 大統益,2009/12/31,4.0,755.0,8.65,0,0.05,16.53,4.66,1.85,0.0,12.0,13.0,157.0,2,0.0,0.0,0.0,0.0,0.0
1233 天仁,2009/12/31,5.0,569.0,1.07,0,0.0,10.7,10.52,4.7,-2.0,0.0,0.0,18.0,2,0.0,0.0,0.0,0.0,0.0
1236 宏亞,2009/12/31,5.0,546.0,2.58,0,0.09,8.96,8.22,1.46,9.0,13.0,10.0,17.0,2,0.0,0.0,0.0,0.0,0.0
1301 台塑,2009/12/31,2.0,845.0,361.42,0,0.99,9.18,6.51,2.22,0.0,0.0,34.0,1801.0,3,0.0,0.0,0.0,0.0,0.0
1307 三芳,2009/12/31,4.0,739.0,16.78,0,0.35,11.59,11.46,1.58,1.0,-5.0,34.0,81.0,3,0.0,0.0,0.0,0.0,0.0
1309 台達化,2009/12/31,6.0,559.0,8.49,0,0.5,5.41,-0.49,1.89,-10.0,0.0,114.0,141.0,3,0.0,0.0,0.0,0.0,0.0
1310 台苯,2009/12/31,5.0,646.0,14.64,0,0.46,6.65,4.75,2.61,2.0,5.0,46.0,174.0,3,0.0,0.0,0.0,0.0,0.0
1314 中石化,2009/12/31,5.0,726.0,25.73,0,1.28,5.03,3.06,2.21,-1.0,-1.0,60.0,270.0,3,0.0,0.0,0.0,0.0,0.0
1316 上曜,2009/12/31,7.0,348.0,0.81,0,0.0,-0.62,-10.54,0.0,7.0,9.0,0.0,7.0,21,0.0,0.0,0.0,0.0,0.0
1321 大洋,2009/12/31,6.0,433.0,5.0,0,0.13,1.09,2.0,1.33,2.0,-3.0,17.0,55.0,3,0.0,0.0,0.0,0.0,0.0
1323 永裕,2009/12/31,6.0,469.0,4.49,0,1.46,6.07,9.91,3.04,0.0,11.0,76.0,21.0,3,3.0,5.40753124580072e-28,2.9460454337556625e-20,6.3047897475641645e-28,3.0976564780886964e-27
1326 台化,2009/12/31,2.0,788.0,522.13,0,0.97,8.1,6.77,2.02,6.0,2.0,49.0,2964.0,3,0.0,0.0,0.0,0.0,0.0
1413 宏洲,2009/12/31,7.0,266.0,0.2,0,0.6,-6.41,-9.6,2.65,0.0,5.0,52.0,33.0,4,0.0,0.0,0.0,0.0,0.0
1414 東和,2009/12/31,8.0,200.0,-0.76,0,1.25,-5.55,-9.06,2.52,-3.0,-6.0,107.0,36.0,4,7.000000953674316,1.531588542786049e-14,8.403890916497403e-09,2.544274278274567e-21,0.9999991655349731
1432 大魯閣,2009/12/31,0.0,-330.0,4.05,0,2.9,-4.96,-5.29,2.12,-2.0,63.0,292.0,12.0,18,0.0,0.0,0.0,0.0,0.0
1442 名軒,2009/12/31,6.0,543.0,-1.18,1,1.6,9.44,21.61,2.29,-1.0,17.0,68.0,18.0,14,2.9996852874755864,5.6509549040129066e-08,0.34450170397758484,2.7142021269410677e-12,0.6558131575584412
1447 力鵬,2009/12/31,5.0,648.0,3.99,1,0.46,7.65,4.5,1.83,17.0,2.0,68.0,182.0,4,0.0,0.0,0.0,0.0,0.0
1449 佳和,2009/12/31,0.0,-127.0,-2.06,0,2.81,-6.58,-8.66,3.8,-7.0,3.0,253.0,49.0,4,0.0,0.0,0.0,0.0,0.0
1451 年興,2009/12/31,4.0,667.0,26.14,0,0.34,8.24,4.08,2.4,-2.0,6.0,9.0,120.0,4,11.0,0.6113184094429016,0.3886754512786865,5.515939392353175e-06,9.920891690627652e-14
1452 宏益,2009/12/31,6.0,408.0,0.2,0,0.01,1.76,1.01,0.0,3.0,5.0,0.0,15.0,4,0.0,0.0,0.0,0.0,0.0
1453 大將,2009/12/31,7.0,188.0,1.37,0,1.64,2.34,0.92,2.56,10.0,56.0,56.0,4.0,4,0.0,0.0,0.0,0.0,0.0
1456 怡華,2009/12/31,0.0,-312.0,-0.56,0,3.57,-6.0,-7.25,3.91,16.0,30.0,305.0,19.0,4,0.0,0.0,0.0,0.0,0.0
1457 宜進,2009/12/31,7.0,351.0,4.01,0,1.2,2.12,-1.08,2.35,2.0,0.0,78.0,43.0,4,0.0,0.0,0.0,0.0,0.0
1472 三洋紡,2009/12/31,9.0,110.0,0.51,0,2.02,-10.32,-18.39,2.63,8.0,-1.0,100.0,9.0,4,0.0,0.0,0.0,0.0,0.0
1475 本盟,2009/12/31,9.0,-492.0,1.08,0,4.2,-7.69,-14.22,4.56,36.0,16.0,357.0,10.0,4,0.0,0.0,0.0,0.0,0.0
1477 聚陽,2009/12/31,3.0,775.0,9.82,0,0.21,16.09,10.28,4.48,1.0,1.0,14.0,133.0,4,0.0,0.0,0.0,0.0,0.0
1503 士電,2009/12/31,4.0,832.0,41.57,0,0.24,11.51,16.93,1.18,-12.0,-24.0,20.0,203.0,5,0.0,0.0,0.0,0.0,0.0
1506 正道,2009/12/31,9.0,59.0,0.9,0,3.71,-4.8,-2.56,4.62,2.0,5.0,98.0,12.0,5,0.0,0.0,0.0,0.0,0.0
1507 永大,2009/12/31,4.0,671.0,22.72,0,0.1,6.8,10.62,3.5,-1.0,-3.0,3.0,119.0,5,0.0,0.0,0.0,0.0,0.0
1513 中興電,2009/12/31,5.0,530.0,10.4,0,0.19,3.8,5.18,0.92,11.0,-3.0,23.0,101.0,5,0.0,0.0,0.0,0.0,0.0
1515 力山,2009/12/31,6.0,437.0,3.57,0,1.92,3.15,7.34,3.12,-12.0,7.0,72.0,32.0,5,0.0,0.0,0.0,0.0,0.0
1516 川飛,2009/12/31,9.0,192.0,-1.49,0,0.35,-38.45,-31.21,0.0,8.0,-62.0,0.0,2.0,20,0.0,0.0,0.0,0.0,0.0
1521 大億,2009/12/31,4.0,586.0,5.55,0,0.18,10.02,6.35,2.05,-3.0,5.0,15.0,31.0,5,0.0,0.0,0.0,0.0,0.0
1525 江申,2009/12/31,6.0,496.0,0.96,0,0.0,9.65,0.67,0.0,-28.0,-5.0,0.0,9.0,5,12.10163402557373,2.397460775682703e-05,2.217315435409546,1.1197324178979784e-09,0.6810275912284851
1529 樂士,2009/12/31,9.0,6.0,-0.01,0,7.52,-10.4,-27.96,9.39,-73.0,276.0,37.0,4.0,5,0.0,0.0,0.0,0.0,0.0
1532 勤美,2009/12/31,7.0,562.0,33.2,0,1.81,3.23,11.29,2.15,2.0,91.0,52.0,152.0,5,31.07395172119141,2.0000760555267334,3.1442792415618896,5.0310511312545714e-08,9.781694412231444
1535 中宇,2009/12/31,4.0,680.0,7.95,0,0.01,11.28,6.89,11.85,7.0,27.0,0.0,59.0,5,0.0,0.0,0.0,0.0,0.0
1538 正峰新,2009/12/31,7.0,283.0,0.71,0,0.95,-3.24,-17.88,2.42,60.0,14.0,35.0,13.0,5,0.0,0.0,0.0,0.0,0.0
1539 巨庭,2009/12/31,7.0,179.0,1.72,0,0.96,-3.59,0.75,1.81,6.0,51.0,70.0,10.0,5,0.0,0.0,0.0,0.0,0.0
1558 伸興,2009/12/31,4.0,761.0,5.15,0,0.04,23.19,19.0,3.89,6.0,-1.0,0.0,33.0,5,0.0,0.0,0.0,0.0,0.0
1560 中砂,2009/12/31,5.0,354.0,5.3,0,0.4,-0.96,-4.1,1.03,6.0,6.0,24.0,26.0,5,0.0,0.0,0.0,0.0,0.0
1583 程泰,2009/12/31,6.0,256.0,6.45,0,1.26,0.96,1.93,1.8,80.0,216.0,56.0,26.0,5,19.266036987304688,1.7886706700664945e-05,4.777255058288574,1.0386006721319065e-08,0.9566912651062012
1611 中電,2009/12/31,5.0,560.0,6.29,0,0.03,4.67,7.79,7.0,3.0,-1.0,0.0,42.0,6,0.0,0.0,0.0,0.0,0.0
1612 宏泰,2009/12/31,4.0,491.0,7.82,0,0.02,2.91,1.28,1.37,3.0,-2.0,3.0,57.0,6,0.0,0.0,0.0,0.0,0.0
1614 三洋電,2009/12/31,4.0,542.0,6.71,0,0.04,3.15,4.41,11.58,-8.0,-21.0,0.0,64.0,6,0.0,0.0,0.0,0.0,0.0
1618 合機,2009/12/31,6.0,406.0,3.68,0,0.51,1.33,-3.33,2.21,-27.0,8.0,5.0,29.0,6,1.0,8.355387155953749e-36,1.5485011198432944e-28,0.0,3.611523932631036e-38
1701 中化,2009/12/31,6.0,489.0,4.48,0,0.55,6.43,6.64,2.06,-20.0,-14.0,26.0,44.0,22,0.0,0.0,0.0,0.0,0.0
1707 葡萄王,2009/12/31,5.0,723.0,7.21,0,0.15,15.71,19.37,1.75,-6.0,66.0,12.0,28.0,22,0.0,0.0,0.0,0.0,0.0
1718 中纖,2009/12/31,7.0,552.0,-17.53,1,1.19,-0.49,-2.3,1.35,4.0,7.0,63.0,205.0,21,0.0,0.0,0.0,0.0,0.0
1721 三晃,2009/12/31,8.0,203.0,1.05,0,1.52,-1.92,-1.11,3.15,33.0,13.0,97.0,14.0,21,0.0,0.0,0.0,0.0,0.0
1723 中碳,2009/12/31,3.0,846.0,11.54,0,0.02,22.4,25.39,2.99,13.0,10.0,0.0,54.0,21,0.0,0.0,0.0,0.0,0.0
1724 台硝,2009/12/31,5.0,458.0,4.03,0,0.29,4.13,5.72,1.95,3.0,29.0,11.0,15.0,21,0.0,0.0,0.0,0.0,0.0
1726 永記,2009/12/31,3.0,641.0,10.39,0,0.06,9.6,12.56,2.13,10.0,4.0,3.0,64.0,21,0.0,0.0,0.0,0.0,0.0
1732 毛寶,2009/12/31,5.0,463.0,0.62,0,0.0,5.52,6.23,0.0,0.0,11.0,0.0,7.0,21,0.0,0.0,0.0,0.0,0.0
1733 五鼎,2009/12/31,4.0,681.0,3.91,0,0.0,21.07,31.43,0.0,6.0,-25.0,0.0,14.0,22,0.0,0.0,0.0,0.0,0.0
1762 中化生,2009/12/31,7.0,519.0,4.62,0,1.7,12.95,26.12,2.33,-16.0,12.0,55.0,11.0,22,0.0,0.0,0.0,0.0,0.0
1786 科妍,2009/12/31,0.0,-174.0,-0.36,0,10.52,-24.36,-296.99,2.39,-28.0,-566.0,69.0,0.0,22,0.0,0.0,0.0,0.0,0.0
1805 寶徠,2009/12/31,8.0,252.0,-0.65,0,1.86,-8.99,-4.54,3.7,-33.0,-41.0,40.0,4.0,14,1.8638426065444944,5.92929779941187e-07,0.15386764705181122,1.8970378585603077e-15,0.98228919506073
1902 台紙,2009/12/31,6.0,431.0,8.95,0,0.83,-0.36,-1.83,1.87,-1.0,-3.0,37.0,56.0,9,0.0,0.0,0.0,0.0,0.0
1903 士紙,2009/12/31,6.0,343.0,4.45,0,0.47,-3.06,-17.96,1.04,5.0,-67.0,16.0,18.0,9,0.0,0.0,0.0,0.0,0.0
1904 正隆,2009/12/31,4.0,633.0,32.97,0,2.06,4.51,5.5,3.95,6.0,0.0,74.0,304.0,9,0.0,0.0,0.0,0.0,0.0
1905 華紙,2009/12/31,4.0,479.0,10.7,0,0.72,-3.11,-7.81,2.49,4.0,2.0,23.0,71.0,9,0.0,0.0,0.0,0.0,0.0
1907 永豐餘,2009/12/31,4.0,513.0,59.26,0,2.15,0.6,2.2,3.01,0.0,5.0,108.0,418.0,9,50.59098815917969,0.0375899150967598,12.138710975646973,1.282059458596052e-09,3.2327113151550293
2002 中鋼,2009/12/31,2.0,662.0,525.01,0,0.89,4.07,7.24,1.43,5.0,29.0,63.0,2511.0,10,0.0,0.0,0.0,0.0,0.0
2008 高興昌,2009/12/31,9.0,-108.0,-0.49,0,3.19,-4.41,-4.56,3.49,2.0,15.0,290.0,65.0,10,0.0,0.0,0.0,0.0,0.0
2013 中鋼構,2009/12/31,6.0,526.0,39.15,0,0.18,2.41,1.26,1.45,16.0,19.0,25.0,130.0,10,0.0,0.0,0.0,0.0,0.0
2020 美亞,2009/12/31,7.0,337.0,11.39,0,1.93,0.48,-5.85,2.97,-5.0,30.0,83.0,69.0,10,0.0,0.0,0.0,0.0,0.0
2025 千興,2009/12/31,7.0,366.0,3.06,0,0.46,-2.98,0.34,2.31,-2.0,23.0,30.0,45.0,10,0.0,0.0,0.0,0.0,0.0
2027 大成鋼,2009/12/31,7.0,417.0,11.1,0,2.42,2.94,7.88,3.57,8.0,154.0,120.0,210.0,10,0.0,0.0,0.0,0.0,0.0
2028 威致,2009/12/31,9.0,288.0,-0.67,0,1.63,3.43,-2.89,2.88,8.0,33.0,159.0,57.0,10,0.0,0.0,0.0,0.0,0.0
2034 允強,2009/12/31,5.0,509.0,-14.72,1,0.17,2.58,-2.0,1.31,20.0,40.0,45.0,136.0,10,0.0,0.0,0.0,0.0,0.0
2049 上銀,2009/12/31,6.0,412.0,10.34,0,1.86,3.34,7.69,1.72,17.0,36.0,90.0,44.0,5,0.0,0.0,0.0,0.0,0.0
2059 川湖,2009/12/31,4.0,697.0,8.01,0,1.25,13.9,34.88,2.61,10.0,21.0,43.0,22.0,28,0.0,0.0,0.0,0.0,0.0
2062 橋椿,2009/12/31,4.0,618.0,15.35,0,0.08,8.37,9.49,1.88,18.0,-1.0,0.0,46.0,20,0.0,0.0,0.0,0.0,0.0
2103 台橡,2009/12/31,4.0,856.0,29.64,1,0.83,13.11,13.96,3.57,11.0,28.0,36.0,221.0,11,0.0,0.0,0.0,0.0,0.0
2104 國際中橡,2009/12/31,4.0,594.0,23.01,0,1.91,0.95,6.16,2.97,15.0,33.0,57.0,175.0,11,0.0,0.0,0.0,0.0,0.0
2105 正新,2009/12/31,3.0,929.0,238.57,0,1.06,16.96,20.44,2.5,-5.0,3.0,86.0,845.0,11,0.0,0.0,0.0,0.0,0.0
2204 中華,2009/12/31,4.0,666.0,49.79,0,0.37,0.97,0.18,2.02,-17.0,-21.0,16.0,375.0,12,0.0,0.0,0.0,0.0,0.0
2206 三陽工業,2009/12/31,6.0,599.0,23.59,0,1.54,1.15,0.83,4.13,9.0,-13.0,68.0,303.0,12,0.0,0.0,0.0,0.0,0.0
