公司,年月,TCRI,總分,CFO,CFO不一致,利息支出率,資產報酬%,營業利益%,借款息%,平均收款天增減,平均售貨天增減,借款依存度%,營收,TSE產業別,c_0,c_1,c_2,c_3,c_4
2371 大同,2013/12/31,7.0,391.0,58.08,0,3.06,-1.82,-3.24,3.77,-1.0,1.0,140.0,1129.0,5,0.0,0.0,0.0,0.0,0.0
2376 技嘉,2013/12/31,4.0,769.0,17.45,0,0.05,7.09,3.53,1.12,4.0,0.0,12.0,511.0,25,0.0,0.0,0.0,0.0,0.0
2383 台光電,2013/12/31,4.0,638.0,12.47,0,0.3,6.27,4.82,1.83,8.0,3.0,44.0,169.0,28,5.101926803588867,6.6859349168169055e-09,1.898065090179444,7.971677484786e-11,7.638390343345236e-06
2388 威盛,2013/12/31,8.0,194.0,-27.3,1,1.19,-20.44,-29.27,2.26,3.0,-51.0,100.0,61.0,24,27.019744873046875,9.000115394592285,11.882187843322756,8.788753752542178e-11,2.097949504852295
2390 云辰,2013/12/31,7.0,184.0,0.52,0,1.41,-3.68,-11.61,2.05,3.0,31.0,21.0,9.0,31,0.0,0.0,0.0,0.0,0.0
2392 正崴,2013/12/31,4.0,660.0,83.76,0,0.27,3.32,1.8,1.64,7.0,1.0,58.0,1062.0,28,0.0,0.0,0.0,0.0,0.0
2408 南亞科,2013/12/31,9.0,-165.0,133.35,0,3.24,10.7,-5.44,1.77,-15.0,17.0,774.0,452.0,24,0.0,0.0,0.0,0.0,0.0
2409 友達,2013/12/31,7.0,550.0,496.42,0,1.21,1.74,2.09,2.5,-6.0,-4.0,104.0,4164.0,26,147.95245361328125,5.32302713394165,70.87213134765625,0.00018619804177433247,6.852194309234619
2412 中華電,2013/12/31,1.0,887.0,752.79,0,0.02,9.27,21.0,1.71,-1.0,0.0,1.0,2280.0,27,0.0,0.0,0.0,0.0,0.0
2419 仲琦,2013/12/31,6.0,451.0,-2.09,1,0.39,2.42,3.31,2.03,0.0,22.0,54.0,68.0,27,0.0,0.0,0.0,0.0,0.0
2429 銘旺科,2013/12/31,9.0,207.0,-0.7,0,0.49,-10.52,-12.72,2.29,42.0,6.0,8.0,6.0,28,0.0,0.0,0.0,0.0,0.0
2438 翔耀,2013/12/31,0.0,143.0,-0.25,0,2.75,-1.12,-104.55,11.81,-440.0,64.0,0.0,0.0,26,0.0,0.0,0.0,0.0,0.0
2439 美律,2013/12/31,4.0,761.0,21.63,0,0.05,12.23,12.27,1.57,-23.0,-26.0,6.0,113.0,27,0.0,0.0,0.0,0.0,0.0
2444 兆勁,2013/12/31,8.0,278.0,0.78,0,0.55,-8.76,0.22,2.37,8.0,-19.0,38.0,15.0,27,0.0,0.0,0.0,0.0,0.0
2448 晶電,2013/12/31,4.0,530.0,25.24,0,1.76,1.08,3.76,2.49,19.0,2.0,41.0,222.0,26,0.0,0.0,0.0,0.0,0.0
2450 神腦,2013/12/31,4.0,841.0,-2.41,1,0.02,13.42,3.34,4.65,-7.0,3.0,0.0,427.0,27,0.0,0.0,0.0,0.0,0.0
2451 創見,2013/12/31,2.0,860.0,37.11,0,0.02,12.7,12.79,2.27,1.0,5.0,3.0,261.0,24,17.0,1.637791440343425e-20,5.617820878628387e-12,5.4160672465771674e-21,2.569372040536086e-17
2461 光群雷,2013/12/31,6.0,515.0,3.77,0,0.93,6.02,6.54,2.1,8.0,2.0,52.0,41.0,31,0.0,0.0,0.0,0.0,0.0
2472 立隆電,2013/12/31,5.0,536.0,7.82,0,0.6,6.51,7.48,1.62,8.0,-3.0,52.0,57.0,28,0.0,0.0,0.0,0.0,0.0
2474 可成,2013/12/31,3.0,893.0,201.33,0,0.71,13.5,32.18,1.35,2.0,3.0,28.0,432.0,31,0.0,0.0,0.0,0.0,0.0
2475 華映,2013/12/31,8.0,354.0,56.94,0,2.94,-2.07,-1.78,3.88,-1.0,1.0,174.0,587.0,26,0.0,0.0,0.0,0.0,0.0
2484 希華,2013/12/31,6.0,444.0,5.3,0,0.65,3.12,6.4,2.1,-2.0,-16.0,25.0,25.0,28,0.0,0.0,0.0,0.0,0.0
2485 兆赫,2013/12/31,3.0,670.0,12.22,0,0.05,8.56,8.93,2.39,-7.0,-21.0,3.0,84.0,27,0.0,0.0,0.0,0.0,0.0
2486 一詮,2013/12/31,6.0,458.0,14.1,0,1.14,2.18,4.97,2.81,23.0,-5.0,65.0,67.0,26,0.0,0.0,0.0,0.0,0.0
2491 吉祥全,2013/12/31,0.0,-648.0,-3.15,0,3.59,-6.53,-30.12,1.56,-19.0,9.0,430.0,9.0,26,0.0,0.0,0.0,0.0,0.0
2498 宏達電,2013/12/31,3.0,612.0,-160.76,1,0.0,-1.96,-1.75,0.34,-7.0,10.0,0.0,2034.0,27,0.0,0.0,0.0,0.0,0.0
2504 國產,2013/12/31,4.0,602.0,29.37,0,0.94,2.21,1.08,1.63,-5.0,-7.0,70.0,316.0,14,0.0,0.0,0.0,0.0,0.0
2506 太設,2013/12/31,8.0,345.0,0.6,0,7.19,5.13,-1.95,4.19,-1.0,-285.0,76.0,34.0,14,0.0,0.0,0.0,0.0,0.0
2509 全坤建,2013/12/31,5.0,355.0,-2.95,1,12.97,8.29,135.08,4.85,4.0,3757.0,19.0,4.0,14,0.0,0.0,0.0,0.0,0.0
2511 太子,2013/12/31,6.0,563.0,-3.06,1,3.22,4.12,11.62,2.37,49.0,-34.0,130.0,172.0,14,0.0,0.0,0.0,0.0,0.0
2515 中工,2013/12/31,6.0,450.0,8.37,0,0.99,0.86,1.77,1.74,7.0,-8.0,40.0,143.0,14,0.0,0.0,0.0,0.0,0.0
2527 宏璟,2013/12/31,7.0,160.0,-26.74,1,7.22,3.23,13.67,2.06,0.0,-192.0,143.0,24.0,14,0.0,0.0,0.0,0.0,0.0
2528 皇普,2013/12/31,9.0,632.0,10.96,0,0.53,8.86,14.25,1.55,-229.0,-8889.0,16.0,19.0,14,0.0,0.0,0.0,0.0,0.0
2534 宏盛,2013/12/31,6.0,-93.0,-13.68,1,27.77,-1.29,-38.88,1.99,-9.0,-8889.0,126.0,8.0,14,0.0,0.0,0.0,0.0,0.0
2536 宏普,2013/12/31,5.0,361.0,-22.01,1,4.11,4.82,31.58,1.74,14.0,411.0,109.0,40.0,14,0.0,0.0,0.0,0.0,0.0
2540 愛山林,2013/12/31,9.0,570.0,-3.68,1,1.89,17.27,41.21,8.52,47.0,254.0,7.0,5.0,14,11.998419761657715,8.948610030756754e-08,0.00841444544494152,4.547997826494156e-16,2.9931654930114746
2547 日勝生,2013/12/31,8.0,754.0,171.54,0,3.74,16.61,35.48,3.23,-38.0,-8889.0,158.0,304.0,14,12.973799705505373,1.6999249458312988,3.691272497177124,2.4909983797893893e-11,3.635003328323364
2606 裕民,2013/12/31,4.0,520.0,25.99,0,4.21,1.68,6.84,1.37,2.0,0.0,91.0,71.0,15,0.0,0.0,0.0,0.0,0.0
2610 華航,2013/12/31,6.0,251.0,200.75,0,1.6,0.03,0.62,1.83,-3.0,0.0,234.0,1417.0,15,0.0,0.0,0.0,0.0,0.0
2611 志信,2013/12/31,8.0,307.0,-0.49,0,2.34,-2.42,-3.76,2.8,76.0,-90.0,42.0,16.0,15,0.0,0.0,0.0,0.0,0.0
2612 中航,2013/12/31,5.0,434.0,7.99,0,6.54,2.2,14.37,1.89,5.0,0.0,107.0,33.0,15,0.0,0.0,0.0,0.0,0.0
2613 中櫃,2013/12/31,7.0,425.0,2.18,0,1.0,1.8,4.31,2.01,3.0,0.0,47.0,25.0,15,0.0,0.0,0.0,0.0,0.0
2616 山隆,2013/12/31,5.0,587.0,4.81,0,0.01,4.84,1.05,0.77,0.0,0.0,9.0,198.0,23,0.0,0.0,0.0,0.0,0.0
2633 台灣高鐵,2013/12/31,9.0,-481.0,198.35,0,27.1,2.02,31.56,2.16,0.0,20.0,1041.0,361.0,15,0.0,0.0,0.0,0.0,0.0
2636 台驊投控,2013/12/31,6.0,463.0,0.98,0,0.17,2.82,2.0,1.7,5.0,0.0,53.0,83.0,15,0.0,0.0,0.0,0.0,0.0
2642 宅配通,2013/12/31,5.0,568.0,1.79,0,0.0,9.61,8.11,0.0,-1.0,0.0,0.0,26.0,15,0.0,0.0,0.0,0.0,0.0
2705 六福,2013/12/31,7.0,231.0,-0.9,0,3.23,-1.19,-6.09,2.45,4.0,39.0,62.0,25.0,16,2.0124645233154297,0.1822803020477295,2.8989994525909424,0.999991536140442,0.906264066696167
2727 王品,2013/12/31,4.0,746.0,24.29,0,0.0,13.48,9.6,0.0,1.0,-5.0,0.0,149.0,16,11.898107528686525,0.012491275556385515,5.029275894165039,1.9999594688415527,1.060165524482727
2841 台開,2013/12/31,9.0,312.0,42.68,0,10.41,4.87,32.78,3.49,-378.0,3462.0,63.0,25.0,14,0.0,0.0,0.0,0.0,0.0
2905 三商,2013/12/31,5.0,717.0,966.52,0,0.08,0.27,-2.04,1.18,2.0,-1.0,49.0,1641.0,18,0.0,0.0,0.0,0.0,0.0
2915 潤泰全,2013/12/31,6.0,777.0,-0.99,0,4.85,95.78,-18.69,2.12,-15.0,1.0,11.0,61.0,18,0.0,0.0,0.0,0.0,0.0
3004 豐達科,2013/12/31,6.0,404.0,3.37,0,2.11,6.24,14.51,2.15,3.0,25.0,124.0,11.0,10,0.0,0.0,0.0,0.0,0.0
3008 大立光,2013/12/31,2.0,986.0,113.0,0,0.0,27.6,39.34,0.04,-3.0,4.0,0.0,274.0,26,0.0,0.0,0.0,0.0,0.0
3015 全漢,2013/12/31,4.0,617.0,6.64,0,0.03,4.08,3.0,2.9,-2.0,-2.0,2.0,154.0,28,0.0,0.0,0.0,0.0,0.0
3018 同開,2013/12/31,7.0,238.0,0.64,0,0.26,-0.88,-2.46,1.96,-32.0,0.0,27.0,7.0,31,0.0,0.0,0.0,0.0,0.0
3026 禾伸堂,2013/12/31,4.0,632.0,3.98,0,0.16,4.49,4.15,0.94,-9.0,-3.0,32.0,159.0,28,0.0,0.0,0.0,0.0,0.0
3027 盛達,2013/12/31,6.0,380.0,-3.55,0,0.36,1.92,-0.49,1.08,8.0,9.0,27.0,11.0,27,0.0,0.0,0.0,0.0,0.0
3036 文曄,2013/12/31,4.0,643.0,2.11,1,0.14,4.13,2.05,1.23,7.0,0.0,82.0,878.0,29,27.0,2.0041847983463157e-18,5.5385109692940304e-11,5.385226495984723e-22,1.0
3037 欣興,2013/12/31,3.0,641.0,90.02,0,0.84,1.85,3.47,1.58,1.0,-1.0,65.0,599.0,28,0.0,0.0,0.0,0.0,0.0
3041 揚智,2013/12/31,4.0,460.0,1.45,0,0.0,0.05,0.99,0.0,11.0,25.0,0.0,42.0,24,0.0,0.0,0.0,0.0,0.0
3045 台灣大,2013/12/31,1.0,881.0,248.33,0,0.39,14.89,19.44,1.47,6.0,3.0,87.0,1084.0,27,0.0,0.0,0.0,0.0,0.0
3049 和鑫,2013/12/31,8.0,232.0,31.89,0,6.44,8.52,61.89,2.18,-21.0,-82.0,288.0,52.0,26,20.998329162597656,3.4043814594042487e-06,4.9967803955078125,1.004857897758484,2.9990304028615355e-05
3052 夆典,2013/12/31,6.0,748.0,19.78,0,1.0,17.3,15.86,2.31,-23.0,-417.0,65.0,82.0,14,0.0,0.0,0.0,0.0,0.0
3054 立萬利,2013/12/31,6.0,616.0,-0.89,0,0.18,12.07,9.53,2.12,-2.0,47.0,15.0,24.0,24,0.0,0.0,0.0,0.0,0.0
3058 立德,2013/12/31,6.0,442.0,1.82,0,0.12,2.14,2.67,1.24,16.0,6.0,25.0,62.0,28,0.0,0.0,0.0,0.0,0.0
3090 日電貿,2013/12/31,6.0,469.0,2.19,0,0.53,5.56,3.4,1.8,-33.0,-36.0,64.0,64.0,28,13.545631408691404,4.841706413571956e-06,1.0012105703353882,5.751432909437268e-15,1.4531540870666504
3130 一零四,2013/12/31,5.0,689.0,3.64,0,0.01,13.55,12.93,3.48,-4.0,0.0,0.0,22.0,30,0.0,0.0,0.0,0.0,0.0
3149 正達,2013/12/31,5.0,420.0,14.54,0,1.96,-5.68,-12.41,3.01,-11.0,-16.0,75.0,100.0,26,0.0,0.0,0.0,0.0,0.0
3167 大量,2013/12/31,5.0,476.0,1.61,0,0.67,7.38,7.85,2.21,17.0,-16.0,46.0,22.0,5,0.0,0.0,0.0,0.0,0.0
3406 玉晶光,2013/12/31,5.0,424.0,6.11,0,1.22,-1.93,-4.29,3.55,8.0,12.0,40.0,96.0,26,0.0,0.0,0.0,0.0,0.0
3494 誠研,2013/12/31,7.0,289.0,1.94,0,0.96,-2.35,-3.55,2.02,2.0,8.0,36.0,21.0,25,2.0372772216796875,0.0005474817007780075,1.9621737003326416,1.4317280694342571e-08,1.595072717464063e-06
3528 安馳,2013/12/31,6.0,548.0,-0.27,0,0.08,9.45,5.98,1.91,4.0,4.0,16.0,25.0,29,0.0,0.0,0.0,0.0,0.0
3532 台勝科,2013/12/31,5.0,539.0,27.08,0,0.4,1.51,5.66,1.51,7.0,6.0,9.0,99.0,24,0.0,0.0,0.0,0.0,0.0
3591 艾笛森,2013/12/31,6.0,396.0,1.61,0,0.51,-0.4,-3.77,1.5,-16.0,-20.0,37.0,27.0,26,0.0,0.0,0.0,0.0,0.0
3593 力銘,2013/12/31,7.0,255.0,-2.01,0,1.52,-19.91,-204.46,2.02,113.0,1.0,7.0,2.0,28,1.9431819915771484,2.047119603077797e-15,1.1782186781772452e-08,1.186500245074791e-19,0.05681809410452843
3605 宏致,2013/12/31,4.0,498.0,5.35,0,0.48,3.09,7.48,1.79,8.0,3.0,29.0,40.0,28,0.0,0.0,0.0,0.0,0.0
3673 TPK-KY,2013/12/31,3.0,646.0,185.26,0,0.68,6.1,6.84,2.02,23.0,-3.0,156.0,1591.0,26,0.0,0.0,0.0,0.0,0.0
3682 亞太電,2013/12/31,3.0,782.0,56.09,0,0.03,5.13,9.33,7.0,3.0,1.0,0.0,201.0,27,0.0,0.0,0.0,0.0,0.0
3701 大眾控,2013/12/31,9.0,325.0,9.5,0,0.84,-3.31,-3.58,1.8,-16.0,-6.0,124.0,128.0,25,0.0,0.0,0.0,0.0,0.0
3702 大聯大,2013/12/31,4.0,620.0,-46.91,1,0.19,4.21,1.53,1.65,-5.0,-4.0,128.0,4063.0,29,0.0,0.0,0.0,0.0,0.0
3705 永信,2013/12/31,4.0,559.0,12.24,0,0.4,8.3,12.95,2.22,0.0,-29.0,19.0,51.0,22,0.0,0.0,0.0,0.0,0.0
4119 旭富,2013/12/31,5.0,526.0,2.39,0,0.7,7.29,16.65,1.52,-3.0,15.0,32.0,13.0,22,0.0,0.0,0.0,0.0,0.0
4141 龍燈-KY,2013/12/31,7.0,407.0,-3.88,1,2.47,4.11,8.63,4.14,13.0,24.0,90.0,87.0,22,0.0,0.0,0.0,0.0,0.0
4414 如興,2013/12/31,0.0,318.0,2.19,0,1.63,4.84,4.22,2.91,2.0,-14.0,151.0,29.0,4,0.0,0.0,0.0,0.0,0.0
4532 瑞智,2013/12/31,4.0,683.0,5.88,1,0.48,6.01,9.15,1.57,1.0,-3.0,60.0,165.0,5,0.0,0.0,0.0,0.0,0.0
4746 台耀,2013/12/31,7.0,247.0,0.32,0,1.39,-1.09,0.81,1.6,4.0,8.0,76.0,25.0,22,0.0,0.0,0.0,0.0,0.0
4906 正文,2013/12/31,5.0,609.0,4.32,0,0.29,3.16,0.79,1.45,5.0,2.0,52.0,199.0,27,0.0,0.0,0.0,0.0,0.0
4919 新唐,2013/12/31,5.0,591.0,9.24,0,0.0,5.68,6.57,0.66,2.0,8.0,6.0,68.0,24,0.0,0.0,0.0,0.0,0.0
4934 太極,2013/12/31,7.0,465.0,9.73,0,1.52,4.33,4.35,3.18,-10.0,13.0,62.0,51.0,26,11.999211311340332,1.7907606508771327e-09,0.0007869116961956022,1.0,1.7638921008256145e-06
4938 和碩,2013/12/31,3.0,703.0,244.61,0,0.11,3.69,2.74,1.9,9.0,5.0,42.0,9498.0,25,45.99229431152344,1.0020064115524292,11.00564670562744,1.000000238418579,3.000051736831665
4956 光鋐,2013/12/31,7.0,337.0,2.96,0,0.8,2.41,5.61,1.49,39.0,9.0,37.0,13.0,26,0.0,0.0,0.0,0.0,0.0
5305 敦南,2013/12/31,5.0,541.0,9.28,0,0.83,2.97,5.08,1.66,-3.0,9.0,55.0,96.0,24,0.0,0.0,0.0,0.0,0.0
5388 中磊,2013/12/31,5.0,672.0,9.3,0,0.29,5.91,5.05,2.15,-1.0,9.0,46.0,191.0,27,0.0,0.0,0.0,0.0,0.0
5469 瀚宇博,2013/12/31,4.0,447.0,42.68,0,0.99,0.31,-3.01,1.87,5.0,4.0,160.0,510.0,28,0.0,0.0,0.0,0.0,0.0
5521 工信,2013/12/31,5.0,310.0,-3.32,1,1.15,1.55,2.91,2.24,-8.0,-7.0,52.0,44.0,14,0.0,0.0,0.0,0.0,0.0
5608 四維航,2013/12/31,8.0,76.0,19.21,0,5.05,1.46,7.23,1.18,0.0,0.0,232.0,47.0,15,0.0,0.0,0.0,0.0,0.0
6128 上福,2013/12/31,5.0,555.0,3.38,0,0.53,9.15,15.0,1.54,-7.0,-17.0,32.0,17.0,25,0.0,0.0,0.0,0.0,0.0
6142 友勁,2013/12/31,6.0,373.0,7.81,0,0.65,1.0,-0.24,1.36,12.0,0.0,113.0,89.0,27,0.0,0.0,0.0,0.0,0.0
6152 百一,2013/12/31,5.0,550.0,11.63,0,0.18,3.27,2.62,1.69,2.0,3.0,34.0,118.0,27,0.0,0.0,0.0,0.0,0.0
6165 捷泰,2013/12/31,8.0,319.0,0.15,0,0.47,-8.12,-21.07,5.01,35.0,11.0,5.0,6.0,28,0.0,0.0,0.0,0.0,0.0
6168 宏齊,2013/12/31,6.0,406.0,5.12,0,0.31,0.26,-10.37,1.64,-12.0,-22.0,32.0,47.0,26,0.0,0.0,0.0,0.0,0.0
6176 瑞儀,2013/12/31,3.0,852.0,83.69,0,0.29,9.3,9.3,1.61,24.0,8.0,46.0,635.0,26,0.0,0.0,0.0,0.0,0.0
6192 巨路,2013/12/31,4.0,656.0,6.01,0,0.11,10.7,13.22,2.21,10.0,15.0,10.0,62.0,31,0.0,0.0,0.0,0.0,0.0
6196 帆宣,2013/12/31,5.0,511.0,-2.3,1,0.17,2.58,2.0,3.1,-38.0,-9.0,24.0,140.0,31,0.0,0.0,0.0,0.0,0.0
6209 今國光,2013/12/31,5.0,462.0,7.26,0,0.33,1.64,1.9,1.76,4.0,3.0,25.0,54.0,26,30.997974395751953,5.637312278850003e-05,4.0019617080688485,3.28388141332403e-13,7.172589903348125e-06
6225 天瀚,2013/12/31,0.0,81.0,-0.8,0,0.55,-45.71,-53.92,8.14,-39.0,-43.0,22.0,3.0,26,0.0,0.0,0.0,0.0,0.0
6239 力成,2013/12/31,4.0,713.0,126.54,0,0.67,-4.01,13.4,1.38,0.0,5.0,52.0,376.0,24,0.0,0.0,0.0,0.0,0.0
6269 台郡,2013/12/31,4.0,748.0,17.99,0,0.52,11.43,16.63,2.06,20.0,3.0,57.0,136.0,28,28.0,4.734089165060913e-15,4.561858588658652e-07,7.459163212242869e-19,3.1829885949186117e-12
6271 同欣電,2013/12/31,3.0,811.0,28.12,0,0.17,14.48,22.68,2.3,3.0,3.0,7.0,79.0,24,0.0,0.0,0.0,0.0,0.0
6277 宏正,2013/12/31,4.0,722.0,7.83,0,0.32,15.81,19.67,2.35,-3.0,-2.0,21.0,46.0,25,0.0,0.0,0.0,0.0,0.0
6281 全國電,2013/12/31,4.0,599.0,2.6,0,0.0,8.32,3.17,0.0,0.0,11.0,0.0,147.0,29,0.0,0.0,0.0,0.0,0.0
6285 啟碁,2013/12/31,3.0,791.0,41.53,0,0.18,7.27,4.9,1.62,-10.0,-7.0,36.0,367.0,27,0.0,0.0,0.0,0.0,0.0
6443 元晶,2013/12/31,7.0,421.0,8.77,0,1.72,5.29,5.6,2.43,-4.0,-18.0,125.0,49.0,26,0.0,0.0,0.0,0.0,0.0
6505 台塑化,2013/12/31,3.0,719.0,394.14,0,0.37,5.99,2.48,1.48,3.0,-4.0,87.0,9313.0,23,0.0,0.0,0.0,0.0,0.0
8011 台通,2013/12/31,5.0,442.0,-0.88,0,0.82,4.34,8.71,1.89,26.0,30.0,33.0,17.0,27,17.08962631225586,2.0671031961683184e-05,3.0022060871124268,5.798376644279568e-13,7.90814733505249
8021 尖點,2013/12/31,5.0,516.0,9.12,0,1.29,4.98,13.26,2.73,-2.0,-13.0,27.0,25.0,31,0.0,0.0,0.0,0.0,0.0
8039 台虹,2013/12/31,4.0,667.0,8.85,0,0.42,10.59,11.17,1.64,24.0,-23.0,43.0,101.0,28,19.000003814697266,3.2434003399695044e-12,1.4260123748499612e-07,6.379585237875477e-20,0.9999964237213136
8150 南茂,2013/12/31,4.0,802.0,57.63,0,1.06,6.82,13.26,2.45,3.0,1.0,42.0,194.0,24,0.0,0.0,0.0,0.0,0.0
8271 宇瞻,2013/12/31,5.0,691.0,2.2,0,0.03,12.79,5.63,1.49,-6.0,-3.0,5.0,98.0,24,0.0,0.0,0.0,0.0,0.0
9906 欣巴巴,2013/12/31,8.0,48.0,-9.45,1,3.08,1.17,2.79,2.84,-2280.0,-3794.0,216.0,10.0,14,0.0,0.0,0.0,0.0,0.0
9911 櫻花,2013/12/31,4.0,611.0,5.19,0,0.1,7.26,8.42,2.18,3.0,-1.0,5.0,45.0,20,0.0,0.0,0.0,0.0,0.0
9917 中保,2013/12/31,3.0,837.0,12.87,1,0.17,11.81,18.77,1.27,0.0,-1.0,27.0,126.0,20,0.0,0.0,0.0,0.0,0.0
9919 康那香,2013/12/31,5.0,345.0,2.23,0,1.11,0.32,0.82,1.85,-1.0,2.0,76.0,44.0,20,0.0,0.0,0.0,0.0,0.0
9921 巨大,2013/12/31,3.0,783.0,54.66,0,0.26,9.21,8.05,1.26,3.0,4.0,58.0,544.0,20,0.0,0.0,0.0,0.0,0.0
9933 中鼎,2013/12/31,2.0,694.0,-41.59,1,0.2,4.14,4.53,1.92,28.0,-27.0,25.0,522.0,20,0.0,0.0,0.0,0.0,0.0
9934 成霖,2013/12/31,5.0,486.0,3.0,0,0.49,-0.07,0.61,2.27,1.0,-6.0,60.0,188.0,20,0.0,0.0,0.0,0.0,0.0
9943 好樂迪,2013/12/31,5.0,647.0,6.13,0,0.16,9.6,17.75,1.91,-1.0,0.0,8.0,33.0,16,0.0,0.0,0.0,0.0,0.0
9946 三發地產,2013/12/31,7.0,635.0,9.78,1,1.79,14.57,27.58,2.44,-3.0,-1152.0,122.0,55.0,14,0.0,0.0,0.0,0.0,0.0
1101 台泥,2014/12/31,3.0,710.0,198.52,0,1.5,6.22,17.05,1.87,6.0,2.0,61.0,1183.0,1,0.0,0.0,0.0,0.0,0.0
1201 味全,2014/12/31,7.0,499.0,4.67,0,1.47,0.94,4.38,2.2,2.0,-85.0,115.0,250.0,2,0.0,0.0,0.0,0.0,0.0
1210 大成,2014/12/31,4.0,605.0,24.71,0,0.25,1.54,0.77,2.03,0.0,-1.0,57.0,917.0,2,0.0,0.0,0.0,0.0,0.0
1215 卜蜂,2014/12/31,4.0,676.0,10.49,0,0.2,9.01,5.52,1.47,-1.0,-2.0,42.0,175.0,2,0.0,0.0,0.0,0.0,0.0
1216 統一,2014/12/31,3.0,683.0,348.58,0,0.63,5.0,4.92,1.94,0.0,1.0,93.0,4183.0,2,0.0,0.0,0.0,0.0,0.0
1218 泰山,2014/12/31,6.0,407.0,-1.0,0,0.78,1.67,-0.7,2.06,-8.0,-14.0,89.0,90.0,2,9.80606174468994,1.036223530769348,2.157580852508545,3.254772146243923e-11,0.00013380628661252558
1220 台榮,2014/12/31,6.0,420.0,0.83,0,0.15,1.24,1.13,1.55,-3.0,-16.0,23.0,38.0,2,0.0,0.0,0.0,0.0,0.0
1227 佳格,2014/12/31,3.0,789.0,20.84,0,0.11,12.33,11.74,1.93,4.0,7.0,12.0,218.0,2,0.0,0.0,0.0,0.0,0.0
1232 大統益,2014/12/31,4.0,813.0,0.92,1,0.02,19.0,5.05,2.24,-1.0,-3.0,10.0,218.0,2,0.0,0.0,0.0,0.0,0.0
1233 天仁,2014/12/31,4.0,579.0,2.16,0,0.03,11.29,11.21,1.73,-1.0,2.0,3.0,21.0,2,0.0,0.0,0.0,0.0,0.0
1236 宏亞,2014/12/31,6.0,384.0,2.08,0,0.32,1.85,2.29,1.29,6.0,3.0,33.0,24.0,2,0.0,0.0,0.0,0.0,0.0
1301 台塑,2014/12/31,3.0,731.0,134.38,0,0.79,3.96,2.55,1.63,0.0,2.0,36.0,2166.0,3,0.0,0.0,0.0,0.0,0.0
1307 三芳,2014/12/31,4.0,709.0,17.9,0,0.39,7.71,9.91,1.43,-2.0,-6.0,40.0,112.0,3,0.0,0.0,0.0,0.0,0.0
1309 台達化,2014/12/31,7.0,352.0,-2.04,0,0.51,-4.59,-2.73,1.6,5.0,0.0,157.0,209.0,3,0.0,0.0,0.0,0.0,0.0
1310 台苯,2014/12/31,7.0,511.0,-1.77,0,0.24,-3.07,-2.34,1.88,-4.0,-7.0,45.0,170.0,3,0.0,0.0,0.0,0.0,0.0
1314 中石化,2014/12/31,5.0,648.0,-23.56,0,0.2,-4.25,-2.65,1.09,-1.0,-2.0,17.0,332.0,3,3.1004037857055664,0.0785994753241539,7.819432258605957,2.6607023073665914e-07,0.0015640314668416975
1316 上曜,2014/12/31,8.0,206.0,-5.63,0,2.65,-6.61,-25.6,2.84,28.0,350.0,53.0,8.0,21,0.0,0.0,0.0,0.0,0.0
1321 大洋,2014/12/31,6.0,422.0,0.18,0,0.51,-1.03,-0.53,1.49,-2.0,6.0,44.0,54.0,3,0.0,0.0,0.0,0.0,0.0
1323 永裕,2014/12/31,5.0,653.0,5.21,0,0.54,9.83,13.72,1.99,4.0,-1.0,49.0,35.0,3,0.0,0.0,0.0,0.0,0.0
1326 台化,2014/12/31,3.0,682.0,336.38,0,0.71,2.41,1.8,1.74,0.0,0.0,50.0,4015.0,3,0.0,0.0,0.0,0.0,0.0
1413 宏洲,2014/12/31,8.0,66.0,0.14,0,0.66,-7.23,-7.09,2.08,-2.0,3.0,163.0,35.0,4,1.0,8.268733764652399e-35,7.1027135976209765e-28,3.7076926920562277e-37,1.1648730017197647e-35
1414 東和,2014/12/31,6.0,303.0,0.48,0,0.42,1.03,1.22,1.21,8.0,-11.0,23.0,13.0,4,0.0,0.0,0.0,0.0,0.0
1432 大魯閣,2014/12/31,8.0,73.0,-1.43,0,8.5,-5.24,-117.55,3.18,107.0,2012.0,19.0,1.0,18,0.0,0.0,0.0,0.0,0.0
1442 名軒,2014/12/31,7.0,59.0,-12.34,1,11.76,4.37,31.9,2.44,5.0,3293.0,184.0,15.0,14,0.0,0.0,0.0,0.0,0.0
1447 力鵬,2014/12/31,5.0,562.0,16.66,0,0.33,2.38,1.19,1.18,12.0,5.0,40.0,224.0,4,0.0,0.0,0.0,0.0,0.0
1449 佳和,2014/12/31,0.0,95.0,-0.39,0,1.64,-7.06,-10.9,3.03,2.0,4.0,135.0,35.0,4,0.0,0.0,0.0,0.0,0.0
1451 年興,2014/12/31,4.0,574.0,13.83,0,0.15,3.8,2.44,1.34,8.0,5.0,15.0,132.0,4,0.0,0.0,0.0,0.0,0.0
1452 宏益,2014/12/31,5.0,547.0,0.6,0,0.03,7.45,6.72,0.83,-3.0,2.0,0.0,21.0,4,0.0,0.0,0.0,0.0,0.0
1453 大將,2014/12/31,8.0,159.0,-3.65,0,0.3,-4.5,-24.49,1.05,-2.0,242.0,20.0,2.0,4,0.0,0.0,0.0,0.0,0.0
1456 怡華,2014/12/31,9.0,-378.0,-9.02,1,10.42,-1.47,-1.7,3.77,-5.0,298.0,286.0,9.0,4,0.0,0.0,0.0,0.0,0.0
