公司碼,日期,序碼,說明,出事原因
2206 三陽工業,2014/6/16,01A04,恐影響該公司股東參與股東會之權益及安全之虞，證交所因此決議，三陽自6,9 環保與安全
2206 三陽工業,2014/6/16,01A05,月17日起，列為全額交割股。,9 環保與安全
1201 味全,2014/6/13,01001,"＊發生其他負面事件,其他違法事件",0 其他違法事件
1201 味全,2014/6/13,01A01,1.鮮乳聯漲 3業者重罰3000萬,0 其他違法事件
1201 味全,2014/6/13,01A02,2.味全、統一、光泉等三大乳品業者，3年前聯合調漲鮮乳售價，帶動相關商品,0 其他違法事件
1201 味全,2014/6/13,01A03,漲價潮，引爆民怨，公平會大動作開鍘重罰3000萬元，創下當時對鮮乳業者開,0 其他違法事件
1201 味全,2014/6/13,01A04,罰最高金額紀錄後，三大業者不服，提行政訴訟抗罰，昨被最高行政法院駁回,0 其他違法事件
1201 味全,2014/6/13,01A05,上訴，三大乳品業罰款3000萬元確定。,0 其他違法事件
1216 統一,2014/6/13,01001,"＊發生其他負面事件,其他違法事件",0 其他違法事件
1216 統一,2014/6/13,01A01,1.鮮乳聯漲 3業者重罰3000萬,0 其他違法事件
1216 統一,2014/6/13,01A02,2.味全、統一、光泉等三大乳品業者，3年前聯合調漲鮮乳售價，帶動相關商品,0 其他違法事件
1216 統一,2014/6/13,01A03,漲價潮，引爆民怨，公平會大動作開鍘重罰3000萬元，創下當時對鮮乳業者開,0 其他違法事件
1216 統一,2014/6/13,01A04,罰最高金額紀錄後，三大業者不服，提行政訴訟抗罰，昨被最高行政法院駁回,0 其他違法事件
1216 統一,2014/6/13,01A05,上訴，三大乳品業罰款3000萬元確定。,0 其他違法事件
2348 海悅,2014/6/13,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
2348 海悅,2014/6/13,01A01,1.德國法院針對本公司與德商Umax Syatems GmbH之破產管理人Thomas Schmitz,7 訴訟案件
2348 海悅,2014/6/13,01A02,進行訴訟之判決,7 訴訟案件
2348 海悅,2014/6/13,01A03,2.本公司與德國USG公司應收帳款歐元340萬訴訟案於2010/7/22經德國克雷費爾,7 訴訟案件
2348 海悅,2014/6/13,01A04,德地方法院判決勝訴。本公司於2010/12/30起自銀行帳戶中獲償歐元110萬。,7 訴訟案件
2348 海悅,2014/6/13,01A05,3.德國克雷費爾德地方法院於2011/3/3裁定USG開始破產程序。破產管理人依德,7 訴訟案件
2348 海悅,2014/6/13,01A06,國破產法請求本公司返還歐元110萬。本公司應返還110萬歐元並加計利息。,7 訴訟案件
2348 海悅,2014/6/13,01A07,4.待收到正式判決書後，本公司會與德國律師研議其內容及決議是否提起上訴。,7 訴訟案件
2324 仁寶,2014/6/13,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
2324 仁寶,2014/6/13,01A01,1.大同案 仁寶訴請撤銷不利仲裁,7 訴訟案件
2324 仁寶,2014/6/13,01A02,2.仁寶指出102/3/29向中華民國仲裁協會提出仲裁申請，請求大同支付77.9億元,7 訴訟案件
2324 仁寶,2014/6/13,01A03,，買回持有的華映股權，仲裁協會判決大同需分3期向仁寶購買回華映股權，,7 訴訟案件
2324 仁寶,2014/6/13,01A04,總金額為21.18億元，其餘仁寶請求大同支付金額，全數遭仲裁協會駁回。,7 訴訟案件
2324 仁寶,2014/6/13,01A05,3.仲裁協會103/5/16做成的仲裁判斷，仁寶認為該仲裁判斷於法有重大瑕疵，因,7 訴訟案件
2324 仁寶,2014/6/13,01A06,此已在今日向台北地院起訴請求撤銷該仲裁判斷不利部分。,7 訴訟案件
2324 仁寶,2014/6/13,01A07,4.仁寶已於103年第1季財報為一次性認列。此提起撤銷仲裁判斷訴訟，對公司財,7 訴訟案件
2324 仁寶,2014/6/13,01A08,務業務並無重大影響.,7 訴訟案件
1904 正隆,2014/6/13,01001,"＊發生其他負面事件,其他",U 其他
1904 正隆,2014/6/13,01A01,1.中國吃壞帳 正隆老董道歉,U 其他
1904 正隆,2014/6/13,01A02,2.由於正隆子公司上海中隆紙業遭下游貿易商倒帳，總金額高達人民幣2.45億元,U 其他
1904 正隆,2014/6/13,01A03,（約新台幣11.76億），衝擊母公司獲利，董事長鄭舒云、總經理蔡東和特別,U 其他
1904 正隆,2014/6/13,01A04,在股東會中向股東們致歉，強調除了積極追債，也將調整組織架構、檢討內控,U 其他
1904 正隆,2014/6/13,01A05,，並暫緩對中國的投資。,U 其他
9934 成霖,2014/6/11,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
9934 成霖,2014/6/11,01A01,1.水龍頭大廠成霖疑涉內線交易 檢調搜索,7 訴訟案件
9934 成霖,2014/6/11,01A02,2.檢調11日下午赴亞洲最大水龍頭廠成霖台中總部搜索，帶走董事會會議紀錄相,7 訴訟案件
9934 成霖,2014/6/11,01A03,關資料及18名相關人員漏夜調查。據了解，檢調此行與公司內部人疑涉及內線,7 訴訟案件
9934 成霖,2014/6/11,01A04,交易有關。據了解，檢調此行主因成霖遭檢舉該公司去年5月股東會通過買回,7 訴訟案件
9934 成霖,2014/6/11,01A05,庫藏股，在相關訊息宣布之前，公司相關成員便以親友名義或人頭購買公司股,7 訴訟案件
9934 成霖,2014/6/11,01A06,票，並且在消息公布後就賣出牟利，涉嫌內線交易。,7 訴訟案件
2633 台灣高鐵,2014/5/30,01001,"＊發生其他負面事件,資訊公告",8 資訊公告
2633 台灣高鐵,2014/5/30,01A01,1.澄清媒體報導:「台灣高鐵公司財務困窘，年底前不解決將會面臨破產…台灣,8 資訊公告
2633 台灣高鐵,2014/5/30,01A02,高鐵至少減資六成以上，由公股與泛公股增資300億元掌握經營權，特許期將,8 資訊公告
2633 台灣高鐵,2014/5/30,01A03,從35年延長至70年…高鐵降價…」,8 資訊公告
2633 台灣高鐵,2014/5/30,01A04,2.本公司重大財務業務資訊，以「公開資訊觀測站」重大訊息公告為準。,8 資訊公告
2103 台橡,2014/5/27,01001,"＊發生其他負面事件,內控不當",Q 內控不當
2103 台橡,2014/5/27,01A01,"本公司高雄廠區因部分設施違建，辦理補照程序，被處新台幣7,185,075元罰鍰",Q 內控不當
3593 力銘,2014/5/27,01001,"＊發生重大財務事件,景氣不佳停工",T 景氣不佳停工
3593 力銘,2014/5/27,01A01,1.本公司業績大幅衰退-101年及102年的營收主力背光模組轉換器，103年產能、,T 景氣不佳停工
3593 力銘,2014/5/27,01A02,產量降至0,T 景氣不佳停工
3593 力銘,2014/5/27,01A03,"2.主係公司所製造及銷售傳統液晶電視背光源技術發生重大變革,導致市場需求",T 景氣不佳停工
3593 力銘,2014/5/27,01A04,"大幅下滑,為考量未來營運發展及股東權益,經由102年第四季起營運組織調整",T 景氣不佳停工
3593 力銘,2014/5/27,01A05,"(102/5/27成立策略委員會),以增加電子零組件買賣為營業項目之因應。",T 景氣不佳停工
3593 力銘,2014/5/27,01A06,"3.營運緊縮,人力縮編資遣及離職,以最精簡人力規模因應實際運作。",T 景氣不佳停工
2540 愛山林,2014/5/20,01001,"＊發生其他負面事件,其他",U 其他
2540 愛山林,2014/5/20,01A01,2014/05/20股票全額交割,U 其他
1301 台塑,2014/5/19,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
1301 台塑,2014/5/19,01A01,1.越南暴動對「台塑河靜鋼鐵興業責任有限公司」影響,9 環保與安全
1301 台塑,2014/5/19,01A02,2.廠內之部份設施被破壞、4棟承攬商工地臨時辦公室及倉庫遭縱火焚毀、財物,9 環保與安全
1301 台塑,2014/5/19,01A03,被掠奪，本公司第一階段的損失盤查初估約300萬美元，至於詳細的損失還須,9 環保與安全
1301 台塑,2014/5/19,01A04,進一步清查。,9 環保與安全
1326 台化,2014/5/19,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
1326 台化,2014/5/19,01A01,1.越南暴動對「台塑河靜鋼鐵興業責任有限公司」影響,9 環保與安全
1326 台化,2014/5/19,01A02,2.廠內之部份設施被破壞、4棟承攬商工地臨時辦公室及倉庫遭縱火焚毀、財物,9 環保與安全
1326 台化,2014/5/19,01A03,被掠奪，本公司第一階段的損失盤查初估約300萬美元，至於詳細的損失還須,9 環保與安全
1326 台化,2014/5/19,01A04,進一步清查。,9 環保與安全
1301 台塑,2014/5/15,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
1301 台塑,2014/5/15,01A01,1.越南排華 台塑擬暫緩投資,9 環保與安全
1301 台塑,2014/5/15,01A02,2.越南反華情緒高漲，越南最大台商—台塑集團受到三大衝擊，台塑企業旗下的,9 環保與安全
1301 台塑,2014/5/15,01A03,台灣興業與福懋13日深夜11時，遭暴民入侵洗劫，一名台籍幹部遭打傷，旗下,9 環保與安全
1301 台塑,2014/5/15,01A04,台灣興業總經理暨台化總經理洪福源昨（14）日表示，集團考慮停止計劃投資,9 環保與安全
1301 台塑,2014/5/15,01A05,"但尚未啟動的投資案；至於停工損失，一天至少7,000萬元。",9 環保與安全
2330 台積電,2014/5/15,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
2330 台積電,2014/5/15,01A01,1.台積告梁孟松侵權 勝訴,7 訴訟案件
2330 台積電,2014/5/15,01A02,2.台積電對前研發處資深處長梁孟松提出排除侵權訴訟事件，智慧財產法院二審,7 訴訟案件
2330 台積電,2014/5/15,01A03,判決台積電勝訴，同意台積電提出三項請求，對梁孟松做出包括不得洩漏台積,7 訴訟案件
2330 台積電,2014/5/15,01A04,電營業祕密、以及明年底前不得為三星提供服務等三項禁令。,7 訴訟案件
1558 伸興,2014/5/15,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
1558 伸興,2014/5/15,01A01,1.本公司越南伸興(舊廠)及越興精密於本次越南暴動事件中，遭越南民眾進入廠,9 環保與安全
1558 伸興,2014/5/15,01A02,區抗議及破壞，除辦公設備及少數縫紉機成品遭偷搶外，主要生產設備及廠房,9 環保與安全
1558 伸興,2014/5/15,01A03,均未遭受破壞。本公司暫時停工因應，台灣駐越南人員於5月14日已撤出廠區,9 環保與安全
1558 伸興,2014/5/15,01A04,，暫留胡志明市飯店因應.,9 環保與安全
1558 伸興,2014/5/15,01A05,2.初估財物損失約新台幣壹千萬元，因均有保險，對財務狀況無重大影響。,9 環保與安全
1902 台紙,2014/5/14,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
1902 台紙,2014/5/14,01A01,位於平陽省子公司(吉富及明富公司)於103年5月13日下午，遭越南民眾進入廠區,9 環保與安全
1902 台紙,2014/5/14,01A02,抗議，因目前暴動仍持續中，子公司目前暫時停工因應。,9 環保與安全
1316 上曜,2014/5/14,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
1316 上曜,2014/5/14,01A01,本公司越南廠受越南人民反中國大陸暴動之波及，遭當地暴民潛入進行破壞，僅,9 環保與安全
1316 上曜,2014/5/14,01A02,辦公設備部分遭受破壞，生產設備完全不受影響，因目前暴動事件尚未平息，越,9 環保與安全
1316 上曜,2014/5/14,01A03,南廠決定先短期停止運作,9 環保與安全
2105 正新,2014/5/14,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
2105 正新,2014/5/14,01A01,"本公司之子公司Cheng Shin Rubber(Vietnam)Ind., Co., Ltd於103年5月14日當",9 環保與安全
2105 正新,2014/5/14,01A02,地時間凌晨1點遭越南民眾進入廠區抗議，本公司目前暫時停工因應。,9 環保與安全
1558 伸興,2014/5/14,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
1558 伸興,2014/5/14,01A01,本公司越南廠發生越南人民集體抗議暴動，越南廠於103年5月13日下午，遭越南,9 環保與安全
1558 伸興,2014/5/14,01A02,民眾進入廠區抗議，因目前暴動仍持續中，本公司目前暫時停工因應。,9 環保與安全
4414 如興,2014/5/13,01001,"＊發生財務危機,繼續經營疑慮",E 繼續經營疑慮
4414 如興,2014/5/13,01A01,會計師對其繼續經營假設有疑慮,E 繼續經營疑慮
2371 大同,2014/5/12,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
2371 大同,2014/5/12,01A01,1.大同需支付仁寶 22.7億買回華映股,7 訴訟案件
2371 大同,2014/5/12,01A02,2.仁寶於2009年參與華映私募案，仁寶原欲依約以「原價」加利息、共77.9億元,7 訴訟案件
2371 大同,2014/5/12,01A03,賣回給大同，但大同遲未屢約，仁寶去年申請仲裁，昨天結果出爐，大同需支,7 訴訟案件
2371 大同,2014/5/12,01A04,付約22.7億元（含利息）買回仁寶持有的華映股分。仁寶發言人呂清雄表示第,7 訴訟案件
2371 大同,2014/5/12,01A05,一季會認列損失47.3億元。,7 訴訟案件
2324 仁寶,2014/5/12,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
2324 仁寶,2014/5/12,01A01,1.大同需支付仁寶 22.7億買回華映股,7 訴訟案件
2324 仁寶,2014/5/12,01A02,2.仁寶於2009年參與華映私募案，仁寶原欲依約以「原價」加利息、共77.9億元,7 訴訟案件
2324 仁寶,2014/5/12,01A03,賣回給大同，但大同遲未屢約，仁寶去年申請仲裁，昨天結果出爐，大同需支,7 訴訟案件
2324 仁寶,2014/5/12,01A04,付約22.7億元（含利息）買回仁寶持有的華映股分。仁寶發言人呂清雄表示第,7 訴訟案件
2324 仁寶,2014/5/12,01A05,一季會認列損失47.3億元。,7 訴訟案件
3058 立德,2014/5/12,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
3058 立德,2014/5/12,01A01,1.代重要子公司東莞立德及東莞領航電子發佈工廠水災之說明,9 環保與安全
3058 立德,2014/5/12,01A02,2.本公司位於中國廣東省東莞市之子公司東莞立德及東莞領航，因該地區連日破,9 環保與安全
3058 立德,2014/5/12,01A03,記錄豪雨，使外部排水系統無法負荷造成水患，導致存放於工廠一樓倉庫之成,9 環保與安全
3058 立德,2014/5/12,01A04,品、材料及設備因來不及搬離而受損,9 環保與安全
1432 大魯閣,2014/5/6,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
1432 大魯閣,2014/5/6,01A01,1.公告本公司與簡雪妃等35戶民事損害賠償訴訟事宜。,7 訴訟案件
1432 大魯閣,2014/5/6,01A02,2.本公司委託廠商承蓋停車系統設計爭議。經台灣台北地方法院判決「原告之訴,7 訴訟案件
1432 大魯閣,2014/5/6,01A03,"及假執行之聲請均駁回。惟原告可於判決送達20日內提起上訴,該屆期滿尚未",7 訴訟案件
1432 大魯閣,2014/5/6,01A04,有原告提起上訴。本公司於103/5/6獲接民事判決確定證明書。,7 訴訟案件
3167 大量,2014/5/2,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
3167 大量,2014/5/2,01A01,本公司王作京董事長、鄭天薌董事及張明義財務長原於98年遭桃園地檢署檢察官,7 訴訟案件
3167 大量,2014/5/2,01A02,以違反證券交易法起訴，後經桃園地方法院於101年8月29日以證據不足宣判無罪,7 訴訟案件
3167 大量,2014/5/2,01A03,，檢察官不服又提起上訴，再經臺灣高等法院審理後於103年4月22日宣判上訴駁,7 訴訟案件
3167 大量,2014/5/2,01A04,回，維持桃園地方法院之無罪判決。,7 訴訟案件
1903 士紙,2014/4/30,01001,"＊發生其他負面事件,其他",U 其他
